,SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
488559,24.11,11.0,285225,24,23,ack,55,-------,12,8701,16103,885665,server1,Router,27.504222,27.504222,27.514226,0.0,328.52294700000004,18068.8,55.0,0.008445999999999999,0.0,27.504222,27.534232,1.030019,50.046382,Smurf
488625,24.1,1.0,18679,24,23,ack,55,-------,2,580,16091,885005,server1,Router,2.967565,2.967565,2.977568,0.0,328.297902,18056.4,55.0,0.008440000000000001,0.0,2.967565,2.997574,1.030016,50.043427,Smurf
488815,4.0,24.4,1030,4,21,ping,65535,-------,0,-1,210,13762400,client-4,switch1,2.0,2.0,2.015243,0.0,23.134926,1516150.0,65535.2,0.131248,0.077185,2.0,2.077185,0.0,9.077185,Smurf
488853,24.6,6.0,322001,21,6,ack,55,-------,7,9619,16091,885005,Switch1,clien-6,30.344626,30.344626,30.354629,0.0,328.19309,18050.6,55.0,0.008440000000000001,0.0,30.32462,30.354629,1.0300479999999999,50.059112,Smurf
489073,3.0,24.3,37566,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,36.040971,36.051457,36.0667,0.010486,23.16168,1517910.0,65535.2,0.131248,0.0667,36.0,36.0667,0.0,9.0667,Smurf
489081,7.0,24.7,53644,7,21,ping,65535,-------,0,-1,210,13762400,client-7,switch1,51.0,51.0,51.015243,0.0,23.055028,1510920.0,65535.2,0.131248,0.108642,51.0,51.108641999999996,0.0,9.108642,Smurf
489393,26.0,25.1,13858,26,25,tcp,576,-------,1,722529,5628,3241120,webserverlistin,webcache,13.903504000000002,14.017968,14.057184,0.11446400000000001,658.0904429999999,378989.000956,575.891969,0.030910000000000003,0.15367999999999998,13.903504000000002,14.057184,1.447776,9.999792,Smurf
489848,10.1,24.3,585305,10,22,cbr,1000,-------,31,3455,6250,6250000,clien-10,Switch2,52.64,52.64,52.65008,0.0,124.944225,124944.0,1000.0,0.059605,8e-05,52.64,52.67032,25.0,75.02232,Smurf
490043,4.0,24.4,492168,4,21,tcp,1540,-------,5,13919,16091,24780100,clien-4,Switch1,43.380069,43.380069,43.390192,0.0,328.217832,505455.0,1540.0,0.236321,0.0,43.380069,43.410438,1.0,50.025368,Smurf
490361,18.0,24.2,3228,18,22,ping,65535,-------,0,-1,210,13762400,client-18,switch2,4.0,4.0,4.015243,0.0,22.988868,1506580.0,65535.2,0.131248,0.134856,4.0,4.134856,0.0,9.134856,Smurf
490513,12.1,24.32,607821,12,22,cbr,1000,-------,33,4573,6250,6250000,clien-12,Switch2,61.583999999999996,61.583999999999996,61.594080000000005,0.0,124.943426,124943.0,1000.0,0.059605,0.0004,61.583999999999996,61.61464,25.0,75.02264,Smurf
490857,2.0,24.2,332448,21,23,tcp,1540,-------,3,9892,16091,24780100,Switch1,Router,31.136721,31.136721,31.146844,0.0,328.26403999999997,505526.0,1540.0,0.236321,0.0,31.126597999999998,31.156966999999998,1.0,50.018467,Smurf
491279,18.0,24.2,8584,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,9.015243,9.057185,9.072428,0.041942,22.988868,1506580.0,65535.2,0.131248,0.134856,9.0,9.134856,0.0,9.134856,Smurf
491568,16.0,24.18,39697,16,22,ping,65535,-------,0,-1,210,13762400,client-16,switch2,38.0,38.0,38.015243,0.0,23.041764999999998,1510050.0,65535.2,0.131248,0.11388499999999999,38.0,38.113884999999996,0.0,9.113885,Smurf
491695,24.2,2.0,112934,21,2,ack,55,-------,3,3517,16091,885005,Switch1,clien-2,11.865778,11.865778,11.875781,0.0,328.26412,18054.5,55.0,0.008440000000000001,0.0,11.845771000000001,11.875781,1.030022,50.048477,Smurf
491879,10.0,24.1,562307,10,22,tcp,1540,-------,11,15695,16103,24798600,clien-10,Switch2,48.759662,48.759662,48.769785999999996,0.0,328.561898,505985.0,1540.0,0.236498,0.0,48.759662,48.790032000000004,1.0,50.010552000000004,Smurf
492019,2.0,24.2,209715,23,24,tcp,1540,-------,3,6549,16091,24780100,Router,server1,20.979444,20.979444,20.989568,0.0,328.26403999999997,505526.0,1540.0,0.236321,0.0,20.959198,20.989568,1.0,50.018467,Smurf
492020,10.0,24.1,157603,22,23,tcp,1540,-------,11,4924,16103,24798600,Switch2,Router,16.063482,16.063482,16.073605,0.0,328.561898,505985.0,1540.0,0.236498,0.0,16.053359,16.083729,1.0,50.010552000000004,Smurf
492163,24.6,6.0,16459,23,21,ack,55,-------,7,509,16091,885005,Router,Switch1,2.7680830000000003,2.7680830000000003,2.778086,0.0,328.19309,18050.6,55.0,0.008440000000000001,0.0,2.75808,2.78809,1.0300479999999999,50.059112,Smurf
492307,24.13,13.0,95656,23,22,ack,55,-------,14,2976,16103,885665,Router,Switch2,10.228492999999999,10.228492999999999,10.238496000000001,0.0,328.46027799999996,18065.3,55.0,0.008445999999999999,0.0,10.21849,10.248499,1.030032,50.055747,Smurf
492344,24.2,2.0,191171,21,2,ack,55,-------,3,5957,16091,885005,Switch1,clien-2,19.232163,19.232163,19.242166,0.0,328.26412,18054.5,55.0,0.008440000000000001,0.0,19.212157,19.242166,1.030022,50.048477,Smurf
492610,24.12,12.0,134702,22,12,ack,55,-------,13,4192,16103,885665,Switch2,clien-12,13.917562,13.917562,13.927565,0.0,328.491596,18067.0,55.0,0.008445999999999999,0.0,13.897554999999999,13.927565,1.030026,50.051066999999996,Smurf
492640,17.0,24.19,41844,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,40.015243,40.051942,40.067184999999995,0.036699,23.015288,1508310.0,65535.2,0.131248,0.12437000000000001,40.0,40.12437,0.0,9.124369999999999,Smurf
493115,8.1,24.28,533415,23,24,cbr,1000,-------,29,2693,6250,6250000,Router,server1,46.564819,46.565582,46.575662,0.000763,124.94122800000001,124941.0,1000.0,0.059605,0.001422,46.544,46.575662,25.0,75.02351999999999,Smurf
493122,4.0,24.4,173167,21,23,tcp,1540,-------,5,5409,16091,24780100,Switch1,Router,17.529552,17.529552,17.539675,0.0,328.217832,505455.0,1540.0,0.236321,0.000123,17.519428,17.549920999999998,1.0,50.025368,Smurf
493498,12.0,24.13,41839,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,40.015243,40.025728,40.040971,0.010485,23.148296,1517030.0,65535.2,0.131248,0.07194199999999999,40.0,40.071942,0.0,9.071942,Smurf
493799,8.0,24.9,28977,8,21,ping,65535,-------,0,-1,210,13762400,client-8,switch1,28.0,28.0,28.015242999999998,0.0,23.028518,1509180.0,65535.2,0.131248,0.119128,28.0,28.119128000000003,0.0,9.119128,Smurf
493910,2.1,24.22,372581,23,24,cbr,1000,-------,23,1151,6250,6250000,Router,server1,34.228324,34.228607000000004,34.238687,0.000283,124.943625,124944.0,1000.0,0.059605,0.00044699999999999997,34.208,34.238687,25.0,75.02256,Smurf
494066,24.11,11.0,215515,23,22,ack,55,-------,12,6720,16103,885665,Router,Switch2,21.514475,21.514475,21.524478,0.0,328.52294700000004,18068.8,55.0,0.008445999999999999,0.0,21.504472,21.534482,1.030019,50.046382,Smurf
494566,10.0,24.11,55793,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,53.015243000000005,53.015243000000005,53.030485999999996,0.0,23.201929999999997,1520540.0,65535.2,0.131248,0.050970999999999995,53.0,53.050971,0.0,9.050971,Smurf
494727,12.0,24.12,237017,12,22,tcp,1540,-------,13,7394,16103,24798600,clien-12,Switch2,23.528474,23.528474,23.538597,0.0,328.491489,505876.0,1540.0,0.236498,0.0,23.528474,23.558843,1.0,50.021057,Smurf
494861,4.0,24.4,65269,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,62.046214,62.061942,62.077185,0.015728,23.134926,1516150.0,65535.2,0.131248,0.077185,62.0,62.077185,0.0,9.077185,Smurf
494935,7.1,24.27,292499,7,21,cbr,1000,-------,28,383,6250,6250000,clien-7,Switch1,28.064,28.064,28.07408,0.0,124.941627,124942.0,1000.0,0.059605,0.001099,28.064,28.095339000000003,25.0,75.02336,Smurf
494986,5.0,24.5,48281,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,46.051457,46.072428,46.087671,0.020971,23.108231,1514400.0,65535.2,0.131248,0.087671,46.0,46.087671,0.0,9.087671,Smurf
495427,7.0,24.7,26853,23,24,tcp,1540,-------,8,838,16090,24778600,Router,server1,3.759003,3.759003,3.7691260000000004,0.0,328.167486,505378.0,1540.0,0.23630700000000002,0.0,3.738757,3.7691260000000004,1.0,50.029841999999995,Smurf
495798,2.0,24.16,2120,21,23,ping,65535,-------,0,-1,210,13762400,switch1,router,3.015243,3.020486,3.0357279999999998,0.005243,23.188498000000003,1519660.0,65535.2,0.131248,0.056214,3.0,3.0562139999999998,0.0,9.056214,Smurf
495933,5.1,24.25,610150,21,23,cbr,1000,-------,26,4689,6250,6250000,Switch1,Router,62.52208,62.52248,62.53256,0.0004,124.942427,124942.0,1000.0,0.059605,0.0008,62.512,62.543040000000005,25.0,75.02304000000001,Smurf
496087,4.1,24.24,581060,21,23,cbr,1000,-------,25,3244,6250,6250000,Switch1,Router,50.96208,50.9624,50.97248,0.00032,124.942826,124943.0,1000.0,0.059605,0.00064,50.952,50.98288,25.0,75.02288,Smurf
496090,2.0,24.16,66356,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,63.035728000000006,63.040971,63.056214000000004,0.005243,23.188498000000003,1519660.0,65535.2,0.131248,0.056214,63.0,63.056214000000004,0.0,9.056214,Smurf
496108,4.0,24.4,24709,4,21,ping,65535,-------,0,-1,210,13762400,client-4,switch1,24.0,24.0,24.015242999999998,0.0,23.134926,1516150.0,65535.2,0.131248,0.077185,24.0,24.077185,0.0,9.077185,Smurf
496238,19.0,24.21,50446,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,48.015243,48.062428000000004,48.077671,0.047185000000000005,22.967447,1505180.0,65535.2,0.131248,0.14207999999999998,48.0,48.14208,0.0,9.143376,Smurf
496625,6.0,24.6,32214,21,23,ping,65535,-------,0,-1,210,13762400,switch1,router,31.015242999999998,31.041457,31.0567,0.026213999999999998,23.0816,1512660.0,65535.2,0.131248,0.098156,31.0,31.098156,0.0,9.098156,Smurf
496854,1.0,24.1,309910,23,24,tcp,1540,-------,2,9329,16091,24780100,Router,server1,29.418927000000004,29.418927000000004,29.42905,0.0,328.29785499999997,505578.0,1540.0,0.236321,0.0,29.398681,29.42905,1.0,50.013418,Smurf
496962,14.0,24.14,156281,14,22,tcp,1540,-------,15,4876,16103,24798600,clien-14,Switch2,15.927347,15.927347,15.937470000000001,0.0,328.431807,505785.0,1540.0,0.236498,0.0,15.927347,15.957717,1.0,50.029965000000004,Smurf
497050,2.1,24.22,632440,23,24,cbr,1000,-------,23,5796,6250,6250000,Router,server1,71.38832,71.38848,71.39856,0.00016,124.943625,124944.0,1000.0,0.059605,0.00032,71.368,71.39856,25.0,75.02256,Smurf
497512,6.0,24.6,72786,6,21,ping,65535,-------,0,-1,210,13762400,client-6,switch1,69.0,69.0,69.015243,0.0,23.0816,1512660.0,65535.2,0.131248,0.098156,69.0,69.098156,0.0,9.098156,Smurf
497642,20.0,25.0,63059,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,59.891965,59.891965,59.922605000000004,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,59.891965,59.963248,1.201267,75.999728,Smurf
497702,13.0,24.13,488668,23,24,tcp,1540,-------,14,13831,16103,24798600,Router,server1,43.133059,43.133983,43.144106,0.000924,328.460131,505828.0,1540.0,0.236498,0.0017239999999999998,43.112013,43.144106,1.0,50.025737,Smurf
497908,5.0,24.5,68535,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,65.051457,65.072428,65.087671,0.020971,23.108231,1514400.0,65535.2,0.131248,0.087671,65.0,65.087671,0.0,9.087671,Smurf
497920,24.2,2.0,145642,21,2,ack,55,-------,3,4538,16091,885005,Switch1,clien-2,14.945485999999999,14.945485999999999,14.95549,0.0,328.26412,18054.5,55.0,0.008440000000000001,0.0,14.925479999999999,14.95549,1.030022,50.048477,Smurf
498069,11.0,24.11,208310,11,22,tcp,1540,-------,12,6506,16103,24798600,clien-11,Switch2,20.826609,20.826609,20.836732,0.0,328.522879,505925.0,1540.0,0.236498,0.0,20.826609,20.856979,1.0,50.016373,Smurf
498281,24.14,14.0,36102,23,22,ack,55,-------,15,1122,16103,885665,Router,Switch2,4.617539,4.617539,4.627542,0.0,328.43200099999996,18063.8,55.0,0.008445999999999999,0.0,4.607536,4.6375459999999995,1.030038,50.059974,Smurf
498546,4.0,24.4,3214,21,23,ping,65535,-------,0,-1,210,13762400,switch1,router,4.015243,4.030971,4.046214,0.015728,23.134926,1516150.0,65535.2,0.131248,0.077185,4.0,4.077185,0.0,9.077185,Smurf
498874,24.6,6.0,166270,23,21,ack,55,-------,7,5180,16091,885005,Router,Switch1,16.879897,16.879897,16.8899,0.0,328.19309,18050.6,55.0,0.008440000000000001,0.0,16.869892999999998,16.899903,1.0300479999999999,50.059112,Smurf
499186,9.0,24.9,153832,21,23,tcp,1540,-------,10,4802,16085,24770900,Switch1,Router,15.710409,15.710409,15.720532,0.0,328.06386200000003,505218.0,1540.0,0.23623400000000003,0.0,15.700285999999998,15.730654999999999,1.0,50.030088,Smurf
499389,3.1,24.23,561059,3,21,cbr,1000,-------,24,2958,6250,6250000,clien-3,Switch1,48.663999999999994,48.663999999999994,48.67408,0.0,124.943226,124943.0,1000.0,0.059605,0.000487,48.663999999999994,48.694727,25.0,75.02271999999999,Smurf
499531,12.0,24.12,96096,12,22,tcp,1540,-------,13,3009,16103,24798600,clien-12,Switch2,10.263406,10.263406,10.273530000000001,0.0,328.491489,505876.0,1540.0,0.236498,0.0,10.263406,10.293776,1.0,50.021057,Smurf
499579,7.0,24.7,369640,21,23,tcp,1540,-------,8,10830,16090,24778600,Switch1,Router,33.992635,33.992635,34.002758,0.0,328.167486,505378.0,1540.0,0.23630700000000002,0.0,33.982512,34.012882,1.0,50.029841999999995,Smurf
499677,24.4,4.0,243826,21,4,ack,55,-------,5,7593,16091,885005,Switch1,clien-4,24.188554999999997,24.188554999999997,24.198558,0.0,328.218006,18052.0,55.0,0.008440000000000001,0.0,24.168549,24.198558,1.030035,50.055377,Smurf
499897,14.0,24.14,293181,14,22,tcp,1540,-------,15,8908,16103,24798600,clien-14,Switch2,28.114869,28.114869,28.124992,0.0,328.431807,505785.0,1540.0,0.236498,0.0014449999999999999,28.114869,28.146683000000003,1.0,50.029965000000004,Smurf
499917,19.0,24.21,6467,19,22,ping,65535,-------,0,-1,210,13762400,client-19,switch2,7.0,7.0,7.015242999999999,0.0,22.967447,1505180.0,65535.2,0.131248,0.14207999999999998,7.0,7.14208,0.0,9.143376,Smurf
500103,1.0,24.1,58876,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,56.030485999999996,56.030485999999996,56.045728000000004,0.0,23.215379000000002,1521430.0,65535.2,0.131248,0.045728,56.0,56.045728000000004,0.0,9.045728,Smurf
500284,0.0,24.0,105106,0,21,tcp,1540,-------,1,3287,16091,24780100,clien-0,Switch1,11.112658,11.112658,11.122781,0.0,328.316229,505606.0,1540.0,0.236321,0.0,11.112658,11.143027,1.0,50.010675,Smurf
500432,14.0,24.15,54,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,1.0514569999999999,1.0776709999999998,1.092914,0.026213999999999998,23.094907,1513530.0,65535.2,0.131248,0.092914,1.0,1.092914,0.0,9.092914,Smurf
500614,19.0,24.21,67460,19,22,ping,65535,-------,0,-1,210,13762400,client-19,switch2,64.0,64.0,64.015243,0.0,22.967447,1505180.0,65535.2,0.131248,0.144702,64.0,64.144702,0.0,9.143376,Smurf
500777,24.4,4.0,106575,24,23,ack,55,-------,5,3312,16091,885005,server1,Router,11.246784,11.246784,11.256787,0.0,328.218006,18052.0,55.0,0.008440000000000001,0.0,11.246784,11.276794,1.030035,50.055377,Smurf
500835,24.15,15.0,519818,22,15,ack,55,-------,16,14610,16092,885060,Switch2,clien-15,45.520795,45.520795,45.530799,0.0,328.20604199999997,18051.3,55.0,0.008440999999999999,0.0,45.500789000000005,45.530799,1.030045,50.060221000000006,Smurf
500845,24.12,12.0,134876,24,23,ack,55,-------,13,4207,16103,885665,server1,Router,13.916162,13.916162,13.926165,0.0,328.491596,18067.0,55.0,0.008445999999999999,0.0,13.916162,13.946171,1.030026,50.051066999999996,Smurf
500947,3.0,24.3,30065,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,29.040971000000003,29.051457,29.0667,0.010486,23.16168,1517910.0,65535.2,0.131248,0.0667,29.0,29.0667,0.0,9.0667,Smurf
501041,3.0,24.3,13925,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,14.040970999999999,14.051457000000001,14.0667,0.010486,23.16168,1517910.0,65535.2,0.131248,0.0667,14.0,14.0667,0.0,9.0667,Smurf
501160,3.0,24.3,551663,3,21,tcp,1540,-------,4,15413,16091,24780100,clien-3,Switch1,47.943905,47.943905,47.954029,0.0,328.240918,505490.0,1540.0,0.236321,0.0,47.943905,47.974275,1.0,50.02192,Smurf
501177,13.0,24.13,384367,23,24,tcp,1540,-------,14,11204,16103,24798600,Router,server1,35.131807,35.131807,35.14193,0.0,328.460131,505828.0,1540.0,0.236498,0.0,35.11156,35.14193,1.0,50.025737,Smurf
501211,4.0,24.4,423461,4,21,tcp,1540,-------,5,12183,16091,24780100,clien-4,Switch1,38.111565,38.111565,38.121688,0.0,328.217832,505455.0,1540.0,0.236321,0.0,38.111565,38.141935,1.0,50.025368,Smurf
501581,1.0,24.1,34327,1,21,ping,65535,-------,0,-1,210,13762400,client-1,switch1,33.0,33.0,33.015243,0.0,23.215379000000002,1521430.0,65535.2,0.131248,0.045728,33.0,33.045728000000004,0.0,9.045728,Smurf
501595,0.0,24.0,258564,23,24,tcp,1540,-------,1,8038,16091,24780100,Router,server1,25.47863,25.47863,25.488754,0.0,328.316229,505606.0,1540.0,0.236321,0.0,25.458384,25.488754,1.0,50.010675,Smurf
501880,11.0,24.12,26796,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,26.015242999999998,26.020486,26.035728,0.005243,23.175081,1518780.0,65535.2,0.131248,0.061457000000000005,26.0,26.061457,0.0,9.061457,Smurf
502040,14.0,24.14,49892,14,22,tcp,1540,-------,15,1557,16103,24798600,clien-14,Switch2,5.9044,5.9044,5.914523,0.0,328.431807,505785.0,1540.0,0.236498,0.0,5.9044,5.934769999999999,1.0,50.029965000000004,Smurf
502062,9.0,24.9,237849,23,24,tcp,1540,-------,10,7414,16085,24770900,Router,server1,23.628811,23.628811,23.638934,0.0,328.06386200000003,505218.0,1540.0,0.23623400000000003,0.0,23.608565,23.638934,1.0,50.030088,Smurf
502111,12.0,24.13,54741,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,52.040971,52.0567,52.071942,0.015729,23.148296,1517030.0,65535.2,0.131248,0.07194199999999999,52.0,52.071942,0.0,9.071942,Smurf
502211,24.14,14.0,82873,23,22,ack,55,-------,15,2575,16103,885665,Router,Switch2,9.023742,9.023742,9.033746,0.0,328.43200099999996,18063.8,55.0,0.008445999999999999,0.0,9.013739,9.043749,1.030038,50.059974,Smurf
502311,20.0,25.0,70433,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,66.802797,66.802797,66.8128,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.77215699999999,66.84344,1.201267,75.999728,Smurf
502414,4.0,24.4,25500,4,21,tcp,1540,-------,5,794,16091,24780100,clien-4,Switch1,3.6090050000000002,3.6090050000000002,3.619128,0.0,328.217832,505455.0,1540.0,0.236321,0.0,3.6090050000000002,3.6393739999999997,1.0,50.025368,Smurf
502643,16.1,24.36,430794,16,22,cbr,1000,-------,37,1709,6250,6250000,clien-16,Switch2,38.672,38.672,38.68208,0.0,124.941827,124942.0,1000.0,0.059605,0.001123,38.672,38.703363,25.0,75.02328,Smurf
502725,24.0,0.0,157374,23,21,ack,55,-------,1,4909,16091,885005,Router,Switch1,16.044403,16.044403,16.054406,0.0,328.316229,18057.4,55.0,0.008440000000000001,0.0,16.034399,16.064409,1.03001,50.040684999999996,Smurf
502732,19.1,24.39,586697,23,24,cbr,1000,-------,40,3524,6250,6250000,Router,server1,53.212880000000006,53.213680000000004,53.22376,0.0008,124.940628,124941.0,1000.0,0.059605,0.0015199999999999999,53.192,53.22376,25.0,75.02376,Smurf
502755,10.0,24.1,271258,10,22,tcp,1540,-------,11,8359,16103,24798600,clien-10,Switch2,26.432541999999998,26.432541999999998,26.442666,0.0,328.561898,505985.0,1540.0,0.236498,0.001353,26.432541999999998,26.464266,1.0,50.010552000000004,Smurf
503248,24.13,13.0,365771,24,23,ack,55,-------,14,10730,16103,885665,server1,Router,33.684647,33.684647,33.69465,0.0,328.46027799999996,18065.3,55.0,0.008445999999999999,0.0,33.684647,33.714657,1.030032,50.055747,Smurf
503343,24.3,3.0,555292,24,23,ack,55,-------,4,15500,16091,885005,server1,Router,48.220712,48.220712,48.230715000000004,0.0,328.24105099999997,18053.3,55.0,0.008440000000000001,0.0,48.220712,48.250721999999996,1.030029,50.051929,Smurf
503357,19.1,24.39,335704,23,24,cbr,1000,-------,40,797,6250,6250000,Router,server1,31.396904,31.397747,31.407827,0.000843,124.940628,124941.0,1000.0,0.059605,0.0015869999999999999,31.375999999999998,31.407827,25.0,75.02376,Smurf
503404,24.9,9.0,188782,21,9,ack,55,-------,10,5881,16085,884675,Switch1,clien-9,19.010981,19.010981,19.020984,0.0,328.064183,18043.5,55.0,0.008437,0.0,18.990973999999998,19.020984,1.030058,50.060097999999996,Smurf
503434,7.0,24.7,124269,21,23,tcp,1540,-------,8,3877,16090,24778600,Switch1,Router,12.926888,12.926888,12.937011,0.0,328.167486,505378.0,1540.0,0.23630700000000002,0.0,12.916765,12.947134,1.0,50.029841999999995,Smurf
503533,15.0,24.15,244189,23,24,tcp,1540,-------,16,7621,16092,24781700,Router,server1,24.224102,24.224102,24.234226,0.0,328.205808,505437.0,1540.0,0.236337,0.0,24.203856,24.234226,1.0,50.030211,Smurf
503787,14.0,24.15,36486,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,35.015243,35.036214,35.051457,0.020971,23.094907,1513530.0,65535.2,0.131248,0.092914,35.0,35.092914,0.0,9.092914,Smurf
503826,25.0,20.0,70103,21,20,ack,576,-------,0,720385,7110,4095360,switch1,clienthttp,66.53018900000001,66.53018900000001,66.569405,0.0,95.145988,54804.1,576.0,0.039056,0.11303699999999998,66.45636800000001,66.569405,1.27255,75.999821,Smurf
504079,10.0,24.1,260944,23,24,tcp,1540,-------,11,8102,16103,24798600,Router,server1,25.661307,25.662477,25.6726,0.00117,328.561898,505985.0,1540.0,0.236498,0.0016,25.640629999999998,25.6726,1.0,50.010552000000004,Smurf
504186,13.0,24.13,138422,23,24,tcp,1540,-------,14,4323,16103,24798600,Router,server1,14.269298999999998,14.269298999999998,14.279422,0.0,328.460131,505828.0,1540.0,0.236498,0.0,14.249053,14.279422,1.0,50.025737,Smurf
504265,24.9,9.0,388005,23,21,ack,55,-------,10,11274,16085,884675,Router,Switch1,35.400014,35.400014,35.410016999999996,0.0,328.064183,18043.5,55.0,0.008437,0.0,35.39001,35.42002,1.030058,50.060097999999996,Smurf
504275,10.0,24.11,11814,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,12.030486,12.035728,12.050971,0.005242,23.201929999999997,1520540.0,65535.2,0.131248,0.050970999999999995,12.0,12.050971,0.0,9.050971,Smurf
504368,6.0,24.6,57860,6,21,ping,65535,-------,0,-1,210,13762400,client-6,switch1,55.0,55.0,55.015243000000005,0.0,23.0816,1512660.0,65535.2,0.131248,0.098156,55.0,55.098156,0.0,9.098156,Smurf
504426,15.0,24.17,15,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,0.015243000000000001,0.041457,0.0567,0.026213999999999998,23.068307,1511790.0,65535.2,0.131248,0.103399,0.0,0.103399,0.0,9.103399000000001,Smurf
504611,24.8,8.0,535578,23,21,ack,55,-------,9,14992,16088,884840,Router,Switch1,46.719939000000004,46.719939000000004,46.729943,0.0,328.113525,18046.2,55.0,0.008438,0.0,46.709936,46.739946,1.030054,50.061864,Smurf
505280,18.1,24.38,599569,18,22,cbr,1000,-------,39,4163,6250,6250000,clien-18,Switch2,58.303999999999995,58.303999999999995,58.314080000000004,0.0,124.941028,124941.0,1000.0,0.059605,0.0013599999999999999,58.303999999999995,58.3356,25.0,75.0236,Smurf
505523,24.0,0.0,497144,24,23,ack,55,-------,1,14036,16091,885005,server1,Router,43.761429,43.761429,43.771432,0.0,328.316229,18057.4,55.0,0.008440000000000001,0.0,43.761429,43.791438,1.03001,50.040684999999996,Smurf
505640,0.0,24.0,145510,0,21,tcp,1540,-------,1,4548,16091,24780100,clien-0,Switch1,14.916958,14.916958,14.927081,0.0,328.316229,505606.0,1540.0,0.236321,0.0,14.916958,14.947327,1.0,50.010675,Smurf
505699,9.0,24.9,8945,23,24,tcp,1540,-------,10,282,16085,24770900,Router,server1,2.07393,2.0739330000000002,2.0840560000000004,3e-06,328.06386200000003,505218.0,1540.0,0.23623400000000003,3e-06,2.0536830000000004,2.0840560000000004,1.0,50.030088,Smurf
505757,24.1,10.0,327910,24,23,ack,55,-------,11,9780,16103,885665,server1,Router,30.777569,30.777569,30.787571999999997,0.0,328.561918,18070.9,55.0,0.008445999999999999,0.0,30.777569,30.807578000000003,1.0300129999999998,50.040562,Smurf
506342,16.0,24.18,30078,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,29.015242999999998,29.0467,29.061942,0.031457,23.041764999999998,1510050.0,65535.2,0.131248,0.11388499999999999,29.0,29.113884999999996,0.0,9.113885,Smurf
506593,11.0,24.11,501756,22,23,tcp,1540,-------,12,14169,16103,24798600,Switch2,Router,44.125284,44.125284,44.135407,0.0,328.522879,505925.0,1540.0,0.236498,0.000719,44.115161,44.14625,1.0,50.016373,Smurf
506942,3.0,24.3,56776,3,21,ping,65535,-------,0,-1,210,13762400,client-3,switch1,54.0,54.0,54.015243000000005,0.0,23.16168,1517910.0,65535.2,0.131248,0.0667,54.0,54.0667,0.0,9.0667,Smurf
507096,7.0,24.7,62109,7,21,ping,65535,-------,0,-1,210,13762400,client-7,switch1,59.0,59.0,59.015243000000005,0.0,23.055028,1510920.0,65535.2,0.131248,0.108642,59.0,59.108642,0.0,9.108642,Smurf
507309,10.0,24.11,41837,10,22,ping,65535,-------,0,-1,210,13762400,client-10,switch2,40.0,40.0,40.015243,0.0,23.201929999999997,1520540.0,65535.2,0.131248,0.050970999999999995,40.0,40.050971000000004,0.0,9.050971,Smurf
507397,10.0,24.1,329086,22,23,tcp,1540,-------,11,9820,16103,24798600,Switch2,Router,30.878080999999998,30.878080999999998,30.888203999999998,0.0,328.561898,505985.0,1540.0,0.236498,0.00118,30.867957,30.899507,1.0,50.010552000000004,Smurf
507544,24.0,0.0,159921,21,0,ack,55,-------,1,4983,16091,885005,Switch1,clien-0,16.294321,16.294321,16.304323999999998,0.0,328.316229,18057.4,55.0,0.008440000000000001,0.0,16.274314999999998,16.304323999999998,1.03001,50.040684999999996,Smurf
507621,0.1,24.2,619023,0,21,cbr,1000,-------,21,5131,6250,6250000,clien-0,Switch1,66.048,66.048,66.05808,0.0,124.944425,124944.0,1000.0,0.059605,0.0,66.048,66.07824000000001,25.0,75.02224,Smurf
