,SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
520304,20.0,25.0,64963,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,61.711424,61.711424,61.742064,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,61.670781000000005,61.742064,1.201267,75.999728,SIDDOS
520967,20.0,25.0,66798,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,63.33900500000001,63.33900500000001,63.369645,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,63.33900500000001,63.410288,1.201267,75.999728,SIDDOS
521456,20.0,25.0,79094,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,75.301757,75.301757,75.332397,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,75.301757,75.37304,1.201267,75.999728,SIDDOS
521807,20.0,25.0,77055,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,73.099133,73.099133,73.129773,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.073764,73.099133,73.17289699999999,1.201267,75.999728,SIDDOS
522013,20.0,25.0,67819,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,64.329789,64.329789,64.36042900000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,64.329789,64.401072,1.201267,75.999728,SIDDOS
523842,20.0,25.0,73951,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,70.05785300000001,70.05785300000001,70.088493,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,70.05785300000001,70.129136,1.201267,75.999728,SIDDOS
524286,20.0,25.0,77331,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,73.370176,73.370176,73.400816,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,73.329533,73.400816,1.201267,75.999728,SIDDOS
524834,20.0,25.0,64163,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,60.938044999999995,60.938044999999995,60.968685,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,60.938044999999995,61.009328000000004,1.201267,75.999728,SIDDOS
524908,20.0,25.0,71488,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,67.756202,67.756202,67.78684200000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.756202,67.827485,1.201267,75.999728,SIDDOS
525103,20.0,25.0,72297,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,68.514605,68.514605,68.545245,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,68.514605,68.585888,1.201267,75.999728,SIDDOS
525387,20.0,25.0,72303,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,68.57289300000001,68.57289300000001,68.58289599999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,68.542253,68.613536,1.201267,75.999728,SIDDOS
525568,20.0,25.0,69677,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,66.126144,66.126144,66.156784,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.08550100000001,66.156784,1.201267,75.999728,SIDDOS
525755,20.0,25.0,69205,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,65.66455699999999,65.66455699999999,65.67456,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,65.63391700000001,65.7052,1.201267,75.999728,SIDDOS
526614,20.0,25.0,74169,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,70.36576,70.36576,70.3964,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,70.325117,70.3964,1.201267,75.999728,SIDDOS
526692,20.0,25.0,63571,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,60.379647999999996,60.379647999999996,60.410288,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,60.33900500000001,60.410288,1.201267,75.999728,SIDDOS
527609,20.0,25.0,76701,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,72.771136,72.771136,72.801776,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.73049300000001,72.801776,1.201267,75.999728,SIDDOS
527934,20.0,25.0,77750,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,73.74724499999999,73.74724499999999,73.757248,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,73.716605,73.787888,1.201267,75.999728,SIDDOS
528355,5.0,24.5,349314,21,23,tcp,1540,-------,6,10321,16091,24780100,Switch1,Router,32.432717,32.432717,32.442840999999994,0.0,328.204637,505434.0,1540.0,0.236321,0.0,32.422594000000004,32.452964,1.0,50.027339000000005,SIDDOS
528470,3.0,24.3,511672,3,21,tcp,1540,-------,4,14410,16091,24780100,clien-3,Switch1,44.87528,44.87528,44.885403000000004,0.0,328.240918,505490.0,1540.0,0.236321,0.001588,44.87528,44.907237,1.0,50.02192,SIDDOS
528677,20.0,25.0,79082,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,75.287104,75.287104,75.31774399999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,75.246461,75.31774399999999,1.201267,75.999728,SIDDOS
529620,20.0,25.0,77601,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,73.609792,73.609792,73.64043199999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,73.569149,73.64043199999999,1.201267,75.999728,SIDDOS
529857,20.0,25.0,71061,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,67.409773,67.409773,67.440413,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.36913,67.440413,1.201267,75.999728,SIDDOS
530290,20.0,25.0,76138,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,72.235821,72.235821,72.245824,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.20518100000001,72.276464,1.201267,75.999728,SIDDOS
530357,20.0,25.0,71470,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,67.740762,67.740762,67.750765,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.710122,67.781405,1.201267,75.999728,SIDDOS
530502,20.0,25.0,58821,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,55.977901,55.978269,55.988271999999995,0.000368,94.7212,5209.67,55.0,0.0037159999999999997,0.07165099999999999,55.947261,56.018912,1.201267,75.999728,SIDDOS
530650,20.0,25.0,62771,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,59.636908999999996,59.636908999999996,59.646912,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,59.606269,59.677552,1.201267,75.999728,SIDDOS
530676,20.0,25.0,57012,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,54.228413,54.228413,54.259053,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.073627,54.228413,54.302040000000005,1.201267,75.999728,SIDDOS
531524,20.0,25.0,62123,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,59.033196999999994,59.062431000000004,59.072433999999994,0.029233999999999996,94.7212,5209.67,55.0,0.0037159999999999997,0.101154,59.002556999999996,59.103711,1.201267,75.999728,SIDDOS
532054,20.0,25.0,61968,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,58.92339200000001,58.92339200000001,58.954032,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,58.882749,58.954032,1.201267,75.999728,SIDDOS
532362,20.0,25.0,65772,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,62.457192000000006,62.457192000000006,62.467195,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,62.426552,62.497834999999995,1.201267,75.999728,SIDDOS
532413,20.0,25.0,68711,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,65.172224,65.172224,65.202864,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,65.13158100000001,65.202864,1.201267,75.999728,SIDDOS
532478,20.0,25.0,73079,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,69.200765,69.200765,69.23140500000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,69.200765,69.272048,1.201267,75.999728,SIDDOS
532570,20.0,25.0,61323,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,58.240621,58.240621,58.250624,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,58.209981000000006,58.281264,1.201267,75.999728,SIDDOS
532720,20.0,25.0,66054,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,62.71524,62.71524,62.725243000000006,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,62.6846,62.755883,1.201267,75.999728,SIDDOS
532770,20.0,25.0,71212,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,67.566445,67.566445,67.59708499999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.525802,67.59708499999999,1.201267,75.999728,SIDDOS
532843,20.0,25.0,58533,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,55.702208,55.702208,55.732848,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,55.661565,55.732848,1.201267,75.999728,SIDDOS
532977,20.0,25.0,70746,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,67.048637,67.048637,67.079277,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.048637,67.11992,1.201267,75.999728,SIDDOS
533413,20.0,25.0,64751,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,61.461805000000005,61.461805000000005,61.471807999999996,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,61.431165,61.502448,1.201267,75.999728,SIDDOS
533756,20.0,25.0,79050,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,75.139648,75.139648,75.170288,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,75.099005,75.170288,1.201267,75.999728,SIDDOS
533757,24.11,11.0,154548,24,23,ack,55,-------,12,4813,16103,885665,server1,Router,15.766476999999998,15.766476999999998,15.77648,0.0,328.52294700000004,18068.8,55.0,0.008445999999999999,0.0,15.766476999999998,15.796485999999998,1.030019,50.046382,SIDDOS
534166,20.0,25.0,59185,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,56.249467,56.249467,56.280106999999994,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,56.249467,56.32075,1.201267,75.999728,SIDDOS
534490,13.0,24.13,91482,23,24,tcp,1540,-------,14,2852,16103,24798600,Router,server1,9.845106,9.845106,9.855229,0.0,328.460131,505828.0,1540.0,0.236498,0.0,9.824859,9.855229,1.0,50.025737,SIDDOS
534590,20.0,25.0,79184,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,75.75712,75.75712,75.78775999999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,75.716477,75.78775999999999,1.201267,75.999728,SIDDOS
534684,7.0,24.7,300173,7,21,tcp,1540,-------,8,9071,16090,24778600,clien-7,Switch1,28.652210999999998,28.652210999999998,28.662334,0.0,328.167486,505378.0,1540.0,0.23630700000000002,0.0,28.652210999999998,28.682581,1.0,50.029841999999995,SIDDOS
535215,20.0,25.0,69140,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,65.53254100000001,65.53254100000001,65.563181,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,65.53254100000001,65.603824,1.201267,75.999728,SIDDOS
535431,20.0,25.0,58377,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,55.535532999999994,55.535532999999994,55.545536,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,55.504893,55.576176000000004,1.201267,75.999728,SIDDOS
536075,20.0,25.0,60578,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,57.560189,57.560189,57.59082900000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,57.560189,57.631471999999995,1.201267,75.999728,SIDDOS
536187,20.0,25.0,74722,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,70.804349,70.804349,70.83498900000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,70.804349,70.875632,1.201267,75.999728,SIDDOS
536347,20.0,25.0,70579,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,66.919613,66.919613,66.950253,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.919613,66.99089599999999,1.201267,75.999728,SIDDOS
536505,20.0,25.0,76572,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,72.668973,72.668973,72.678976,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.63833299999999,72.709616,1.201267,75.999728,SIDDOS
536594,20.0,25.0,79040,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,75.093568,75.093568,75.124208,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,75.052925,75.124208,1.201267,75.999728,SIDDOS
536777,4.1,24.24,597356,4,21,cbr,1000,-------,25,4054,6250,6250000,clien-4,Switch1,57.431999999999995,57.431999999999995,57.442080000000004,0.0,124.942826,124943.0,1000.0,0.059605,0.00064,57.431999999999995,57.462880000000006,25.0,75.02288,SIDDOS
538156,20.0,25.0,76703,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,72.78035200000001,72.78035200000001,72.810992,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.73970899999999,72.810992,1.201267,75.999728,SIDDOS
538292,20.0,25.0,70750,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,67.05785300000001,67.05785300000001,67.088493,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.05785300000001,67.129136,1.201267,75.999728,SIDDOS
539188,20.0,25.0,71847,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,68.11861800000001,68.11861800000001,68.128621,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,68.087978,68.159261,1.201267,75.999728,SIDDOS
539344,20.0,25.0,77347,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,73.403261,73.403261,73.433901,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,73.403261,73.474544,1.201267,75.999728,SIDDOS
539642,20.0,25.0,73725,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,69.882749,69.882749,69.913389,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071862,69.882749,69.954611,1.201267,75.999728,SIDDOS
539952,20.0,25.0,63359,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,60.153792,60.153792,60.184431999999994,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,60.113149,60.184431999999994,1.201267,75.999728,SIDDOS
540290,20.0,25.0,70115,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,66.52710400000001,66.52710400000001,66.557744,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.486461,66.557744,1.201267,75.999728,SIDDOS
540880,20.0,25.0,77767,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,73.802541,73.802541,73.81254399999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,73.771901,73.843184,1.201267,75.999728,SIDDOS
541091,20.0,25.0,67889,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,64.378861,64.378861,64.388864,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,64.348221,64.419504,1.201267,75.999728,SIDDOS
541306,20.0,25.0,63395,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,60.231405,60.231405,60.24140799999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,60.200765000000004,60.272048,1.201267,75.999728,SIDDOS
541866,20.0,25.0,65250,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,61.928829,61.928829,61.95946899999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,61.928829,62.000112,1.201267,75.999728,SIDDOS
542006,20.0,25.0,78045,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,74.05216,74.05216,74.0828,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,74.011517,74.0828,1.201267,75.999728,SIDDOS
542066,20.0,25.0,69810,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,66.16844499999999,66.16844499999999,66.199085,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.16844499999999,66.239728,1.201267,75.999728,SIDDOS
542304,20.0,25.0,63229,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,60.079277000000005,60.079277000000005,60.08928,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,60.048637,60.11991999999999,1.201267,75.999728,SIDDOS
543858,20.0,25.0,72761,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,68.978397,68.978397,68.9884,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,68.947757,69.01904,1.201267,75.999728,SIDDOS
544446,24.12,12.0,273384,24,23,ack,55,-------,13,8402,16103,885665,server1,Router,26.596970000000002,26.596970000000002,26.606972999999996,0.0,328.491596,18067.0,55.0,0.008445999999999999,0.0,26.596970000000002,26.626979,1.030026,50.051066999999996,SIDDOS
544652,20.0,25.0,62264,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,59.134572999999996,59.134572999999996,59.144576,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,59.103933,59.175216000000006,1.201267,75.999728,SIDDOS
545543,20.0,25.0,69791,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,66.122365,66.122365,66.15300500000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.122365,66.193648,1.201267,75.999728,SIDDOS
545745,20.0,25.0,64134,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,60.86431700000001,60.86431700000001,60.894957,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,60.86431700000001,60.9356,1.201267,75.999728,SIDDOS
546063,20.0,25.0,76120,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,72.159101,72.159101,72.189741,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.159101,72.230384,1.201267,75.999728,SIDDOS
546177,20.0,25.0,71688,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,67.977386,67.977386,68.008026,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.977386,68.04866899999999,1.201267,75.999728,SIDDOS
546251,20.0,25.0,66827,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,63.443373,63.443373,63.453376,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,63.412732999999996,63.484016000000004,1.201267,75.999728,SIDDOS
546310,20.0,25.0,60273,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,57.286701,57.286701,57.296704000000005,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,57.256060999999995,57.327344,1.201267,75.999728,SIDDOS
546901,20.0,25.0,71625,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,67.91586600000001,67.91586600000001,67.92586899999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.885226,67.956509,1.201267,75.999728,SIDDOS
547447,20.0,25.0,78529,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,74.54060799999999,74.54060799999999,74.571248,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,74.499965,74.571248,1.201267,75.999728,SIDDOS
547484,20.0,25.0,77337,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,73.387821,73.387821,73.397824,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,73.35718100000001,73.428464,1.201267,75.999728,SIDDOS
547738,20.0,25.0,77423,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,73.45312,73.45312,73.48376,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,73.412477,73.48376,1.201267,75.999728,SIDDOS
548018,20.0,25.0,61012,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,58.07243100000001,58.07243100000001,58.10307099999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.10973,57.993341,58.10307099999999,1.201267,75.999728,SIDDOS
548059,20.0,25.0,60707,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,57.682989,57.682989,57.692992000000004,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,57.652349,57.723631999999995,1.201267,75.999728,SIDDOS
548079,20.0,25.0,65233,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,61.941037,61.941037,61.95104,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,61.910396999999996,61.981680000000004,1.201267,75.999728,SIDDOS
549388,20.0,25.0,63279,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,60.116141000000006,60.116141000000006,60.126144,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,60.085501,60.156783999999995,1.201267,75.999728,SIDDOS
549720,20.0,25.0,76699,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,72.76191999999999,72.76191999999999,72.79256,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.721277,72.79256,1.201267,75.999728,SIDDOS
549773,20.0,25.0,77922,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,73.977645,73.977645,73.987648,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,73.947005,74.018288,1.201267,75.999728,SIDDOS
550143,8.1,24.28,470634,21,23,cbr,1000,-------,29,2091,6250,6250000,Switch1,Router,41.73808,41.738709,41.748789,0.000629,124.94122800000001,124941.0,1000.0,0.059605,0.001312,41.728,41.759552,25.0,75.02351999999999,SIDDOS
550719,20.0,25.0,69836,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,66.278272,66.278272,66.308912,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.237629,66.308912,1.201267,75.999728,SIDDOS
551294,20.0,25.0,72881,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,69.070557,69.070557,69.08055999999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,69.039917,69.1112,1.201267,75.999728,SIDDOS
551300,20.0,25.0,66653,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,63.231405,63.231405,63.24140799999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,63.200765000000004,63.272048,1.201267,75.999728,SIDDOS
551337,20.0,25.0,69677,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,66.08550100000001,66.08550100000001,66.116141,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.08550100000001,66.156784,1.201267,75.999728,SIDDOS
551691,20.0,25.0,70855,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,67.122365,67.122365,67.15300500000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.122365,67.193648,1.201267,75.999728,SIDDOS
552606,20.0,25.0,77636,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,73.670525,73.670525,73.701165,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.07196,73.670525,73.742485,1.201267,75.999728,SIDDOS
552913,20.0,25.0,76145,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,72.21439699999999,72.21439699999999,72.245037,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.21439699999999,72.28568,1.201267,75.999728,SIDDOS
554304,20.0,25.0,63735,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,60.573184,60.573184,60.603823999999996,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,60.532541,60.603823999999996,1.201267,75.999728,SIDDOS
554326,20.0,25.0,69680,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,66.125357,66.125357,66.13535999999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.094717,66.166,1.201267,75.999728,SIDDOS
555243,20.0,25.0,65098,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,61.83123199999999,61.83123199999999,61.861872,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,61.790589000000004,61.861872,1.201267,75.999728,SIDDOS
555282,20.0,25.0,72779,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,69.024477,69.062927,69.07293,0.03845,94.7212,5209.67,55.0,0.0037159999999999997,0.109874,68.993837,69.103711,1.201267,75.999728,SIDDOS
556400,20.0,25.0,66500,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,63.093095999999996,63.093095999999996,63.103099,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,63.062456000000005,63.133739,1.201267,75.999728,SIDDOS
556817,20.0,25.0,75343,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,71.4256,71.4256,71.45624000000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,71.384957,71.45624000000001,1.201267,75.999728,SIDDOS
557223,20.0,25.0,59493,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,56.572027,56.572027,56.602667000000004,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,56.572027,56.64331,1.201267,75.999728,SIDDOS
557264,20.0,25.0,59624,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,56.704043000000006,56.704043000000006,56.714045999999996,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,56.673403,56.744686,1.201267,75.999728,SIDDOS
558075,20.0,25.0,69144,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,65.591616,65.591616,65.62225600000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,65.550973,65.62225600000001,1.201267,75.999728,SIDDOS
558400,20.0,25.0,64818,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,61.5824,61.5824,61.613040000000005,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,61.541757,61.613040000000005,1.201267,75.999728,SIDDOS
558477,20.0,25.0,70575,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,66.931821,66.931821,66.941824,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.90118100000001,66.972464,1.201267,75.999728,SIDDOS
558651,20.0,25.0,68560,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,65.072936,65.07435100000001,65.104991,0.001415,94.7212,5209.67,55.0,0.0037159999999999997,0.084002,65.020989,65.104991,1.201267,75.999728,SIDDOS
558691,20.0,25.0,79028,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,75.028269,75.028269,75.03827199999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,74.997629,75.068912,1.201267,75.999728,SIDDOS
558856,20.0,25.0,57149,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,54.403987,54.403987,54.434627,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071284,54.36334300000001,54.434627,1.201267,75.999728,SIDDOS
559267,20.0,25.0,60235,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,57.209981000000006,57.209981000000006,57.240621,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,57.209981000000006,57.281264,1.201267,75.999728,SIDDOS
559833,20.0,25.0,75991,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,72.107584,72.107584,72.138224,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.066941,72.138224,1.201267,75.999728,SIDDOS
560646,20.0,25.0,58087,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,55.231405,55.231405,55.24140799999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,55.200765000000004,55.272048,1.201267,75.999728,SIDDOS
