,SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
378678,12.0,24.13,12,22,23,tcp,61713,-------,0,-1,210,12959730,switch2,router,0.015243000000000001,0.025727999999999997,0.040971,0.010485,23.148296,1428550.799818,61713.0,0.12359400000000001,0.07194199999999999,0.0,0.07194199999999999,0.0,9.071942,HTTP-FLOOD
378792,15.0,24.17,15,23,24,tcp,38230,-------,0,-1,210,8028300,router,server1,0.0567,0.088156,0.103399,0.031456,23.068307,881901.364534,38230.0,0.076564,0.103399,0.0,0.103399,0.0,9.103399000000001,HTTP-FLOOD
379163,3.0,24.3,50430,3,21,tcp,56117,-------,0,-1,210,11784570,client-3,switch1,48.0,48.0,48.015243,0.0,23.16168,1299763.9714559999,56117.0,0.11238599999999999,0.0667,48.0,48.0667,0.0,9.0667,HTTP-FLOOD
379584,14.0,24.15,3224,14,22,tcp,49029,-------,0,-1,210,10296090,client-14,switch2,4.0,4.0,4.015243,0.0,23.094907,1132320.178108,49029.0,0.098191,0.092914,4.0,4.092914,0.0,9.092914,HTTP-FLOOD
379981,19.0,24.21,6467,23,24,tcp,50546,-------,0,-1,210,10614660,router,server1,7.0776710000000005,7.126836999999999,7.14208,0.049166,22.967447,1160912.555712,50546.0,0.101229,0.14207999999999998,7.0,7.14208,0.0,9.143376,HTTP-FLOOD
380693,4.0,24.4,11808,4,21,tcp,20111,-------,0,-1,210,4223310,client-4,switch1,12.0,12.0,12.015243,0.0,23.134926,465266.48955600004,20111.0,0.040277,0.077185,12.0,12.077185,0.0,9.077185,HTTP-FLOOD
380982,17.0,24.19,12913,22,23,tcp,12409,-------,0,-1,210,2605890,switch2,router,13.015243,13.051942,13.067185,0.036699,23.015288,285596.704211,12409.0,0.024852000000000003,0.12437000000000001,13.0,13.12437,0.0,9.124369999999999,HTTP-FLOOD
381377,3.0,24.3,40739,21,23,tcp,17319,-------,0,-1,210,3636990,switch1,router,39.015243,39.025728,39.040971,0.010485,23.16168,401137.128172,17319.0,0.034685,0.0667,39.0,39.0667,0.0,9.0667,HTTP-FLOOD
382163,17.0,24.19,57,17,22,tcp,1151,-------,0,-1,210,241710,client-17,switch2,1.0,1.0,1.0152430000000001,0.0,23.015288,26490.596063,1151.0,0.002305,0.12437000000000001,1.0,1.12437,0.0,9.124369999999999,HTTP-FLOOD
383198,9.0,24.1,72789,23,24,tcp,14501,-------,0,-1,210,3045210,router,server1,69.072428,69.11437,69.129613,0.041942,23.00207,333553.02136,14501.0,0.029041,0.129613,69.0,69.129613,0.0,9.129613,HTTP-FLOOD
383783,18.0,24.2,25778,22,23,tcp,18271,-------,0,-1,210,3836910,switch2,router,25.015242999999998,25.057185,25.072428,0.041942,22.988868,420029.609662,18271.0,0.036592,0.134856,25.0,25.134856,0.0,9.134856,HTTP-FLOOD
384309,1.0,24.1,4303,1,21,tcp,3951,-------,0,-1,210,829710,client-1,switch1,5.0,5.0,5.015243,0.0,23.215379000000002,91723.960747,3951.0,0.007913,0.045728,5.0,5.0457279999999995,0.0,9.045728,HTTP-FLOOD
385366,19.0,24.21,36491,23,24,tcp,8494,-------,0,-1,210,1783740,router,server1,35.077671,35.127333,35.142576,0.049662,22.967447,195085.491398,8494.0,0.017011000000000002,0.142576,35.0,35.142576,0.0,9.143376,HTTP-FLOOD
385481,20.0,25.0,73532,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,69.701421,69.701421,69.711424,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,69.670781,69.742064,1.201267,75.999728,HTTP-FLOOD
385816,3.0,24.3,69622,3,21,tcp,47100,-------,0,-1,210,9891000,client-3,switch1,66.0,66.0,66.015243,0.0,23.16168,1090915.10693,47100.0,0.094328,0.0667,66.0,66.0667,0.0,9.0667,HTTP-FLOOD
386160,16.0,24.18,72796,22,23,tcp,53716,-------,0,-1,210,11280360,switch2,router,69.015243,69.0467,69.061942,0.031457,23.041764999999998,1237711.469917,53716.0,0.107578,0.11388499999999999,69.0,69.113885,0.0,9.113885,HTTP-FLOOD
386446,8.0,24.9,61021,21,23,tcp,60993,-------,0,-1,210,12808530,switch1,router,58.015243000000005,58.051942000000004,58.067184999999995,0.036699,23.028518,1404578.376354,60993.0,0.122152,0.119128,58.0,58.119128,0.0,9.119128,HTTP-FLOOD
386947,7.0,24.7,36479,7,21,tcp,57431,-------,0,-1,210,12060510,client-7,switch1,35.0,35.0,35.015243,0.0,23.055028,1324073.336069,57431.0,0.11501800000000001,0.108642,35.0,35.108641999999996,0.0,9.108642,HTTP-FLOOD
388340,16.0,24.18,50443,16,22,tcp,32375,-------,0,-1,210,6798750,client-16,switch2,48.0,48.0,48.015243,0.0,23.041764999999998,745977.1546380001,32375.0,0.06483799999999999,0.11388499999999999,48.0,48.113884999999996,0.0,9.113885,HTTP-FLOOD
388728,6.0,24.6,45110,23,24,tcp,30464,-------,0,-1,210,6397440,router,server1,43.0567,43.082914,43.098156,0.026213999999999998,23.0816,703157.870672,30464.0,0.061011,0.098156,43.0,43.098156,0.0,9.098156,HTTP-FLOOD
389408,16.0,24.18,5372,22,23,tcp,34897,-------,0,-1,210,7328370,switch2,router,6.015243,6.0467,6.061942,0.031457,23.041764999999998,804088.486962,34897.0,0.06988899999999999,0.11388499999999999,6.0,6.113885,0.0,9.113885,HTTP-FLOOD
389796,11.0,24.12,58886,23,24,tcp,20183,-------,0,-1,210,4238430,router,server1,56.035728000000006,56.046214,56.061457,0.010486,23.175081,467742.65992799995,20183.0,0.040421,0.061457000000000005,56.0,56.061457,0.0,9.061457,HTTP-FLOOD
390203,2.0,24.16,69621,23,24,tcp,43641,-------,0,-1,210,9164610,router,server1,66.035728,66.040971,66.056214,0.005243,23.188498000000003,1011969.240126,43641.0,0.08740099999999999,0.056214,66.0,66.056214,0.0,9.056214,HTTP-FLOOD
391050,3.0,24.3,67444,23,24,tcp,56309,-------,0,-1,210,11824890,router,server1,64.040971,64.051457,64.0667,0.010486,23.16168,1304211.01393,56309.0,0.11277100000000001,0.0667,64.0,64.0667,0.0,9.0667,HTTP-FLOOD
391351,5.0,24.5,40741,5,21,tcp,34295,-------,0,-1,210,7201950,client-5,switch1,39.0,39.0,39.015243,0.0,23.108231,792496.779428,34295.0,0.06868300000000001,0.087671,39.0,39.087671,0.0,9.087671,HTTP-FLOOD
392686,14.0,24.15,5370,22,23,tcp,54113,-------,0,-1,210,11363730,switch2,router,6.015243,6.036214,6.051457,0.020971,23.094907,1249734.683513,54113.0,0.108373,0.092914,6.0,6.092914,0.0,9.092914,HTTP-FLOOD
393368,11.0,24.12,51530,23,24,tcp,57978,-------,0,-1,210,12175380,router,server1,49.035728000000006,49.046214,49.061457,0.010486,23.175081,1343644.8465190001,57978.0,0.11611300000000001,0.061457000000000005,49.0,49.061457,0.0,9.061457,HTTP-FLOOD
393574,13.0,24.14,10725,22,23,tcp,45244,-------,0,-1,210,9501240,switch2,router,11.015243,11.030971000000001,11.046213999999999,0.015728,23.121571,1046112.3391229999,45244.0,0.090611,0.082428,11.0,11.082428,0.0,9.082428,HTTP-FLOOD
393992,12.0,24.13,34338,23,24,tcp,46744,-------,0,-1,210,9816240,router,server1,33.040971,33.0567,33.071942,0.015729,23.148296,1082043.954867,46744.0,0.093615,0.07194199999999999,33.0,33.071942,0.0,9.071942,HTTP-FLOOD
394209,12.0,24.13,64292,22,23,tcp,57265,-------,0,-1,210,12025650,switch2,router,61.015243000000005,61.025728,61.040971,0.010485,23.148296,1325587.178578,57265.0,0.114686,0.07194199999999999,61.0,61.07194200000001,0.0,9.071942,HTTP-FLOOD
394265,7.0,24.7,36479,23,24,tcp,31297,-------,0,-1,210,6572370,router,server1,35.061941999999995,35.093399,35.108641999999996,0.031457,23.055028,721553.22385,31297.0,0.062679,0.108642,35.0,35.108641999999996,0.0,9.108642,HTTP-FLOOD
395166,6.0,24.6,56779,21,23,tcp,50838,-------,0,-1,210,10675980,switch1,router,54.015243000000005,54.041456999999994,54.0567,0.026213999999999998,23.0816,1173422.394604,50838.0,0.101814,0.098156,54.0,54.098156,0.0,9.098156,HTTP-FLOOD
396030,15.0,24.17,36487,15,22,tcp,7535,-------,0,-1,210,1582350,client-15,switch2,35.0,35.0,35.015243,0.0,23.068307,173819.690865,7535.0,0.015090000000000001,0.103399,35.0,35.103398999999996,0.0,9.103399000000001,HTTP-FLOOD
396236,3.0,24.3,13925,23,24,tcp,21949,-------,0,-1,210,4609290,router,server1,14.040970999999999,14.051457000000001,14.0667,0.010486,23.16168,508375.704501,21949.0,0.043958,0.0667,14.0,14.0667,0.0,9.0667,HTTP-FLOOD
397006,3.0,24.3,22519,21,23,tcp,41239,-------,0,-1,210,8660190,switch1,router,22.015242999999998,22.025728,22.040971,0.010485,23.16168,955164.5030719999,41239.0,0.08259,0.0667,22.0,22.0667,0.0,9.0667,HTTP-FLOOD
398235,19.0,24.21,54748,19,22,tcp,40452,-------,0,-1,210,8494920,client-19,switch2,52.0,52.0,52.015243,0.0,22.967447,929079.149758,40452.0,0.081014,0.143376,52.0,52.143376,0.0,9.143376,HTTP-FLOOD
398487,19.0,24.21,13941,22,23,tcp,19892,-------,0,-1,210,4177320,switch2,router,14.015243,14.062428,14.077670999999999,0.047185000000000005,22.967447,456868.44771599997,19892.0,0.039838,0.143871,14.0,14.143870999999999,0.0,9.143376,HTTP-FLOOD
398774,20.0,25.0,77486,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,73.504637,73.504637,73.53527700000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,73.504637,73.57592,1.201267,75.999728,HTTP-FLOOD
398960,9.0,24.1,53646,23,24,tcp,24699,-------,0,-1,210,5186790,router,server1,51.072428,51.11437,51.129613,0.041942,23.00207,568128.134237,24699.0,0.049464999999999995,0.129613,51.0,51.129613,0.0,9.129613,HTTP-FLOOD
399167,15.0,24.17,39696,22,23,tcp,63536,-------,0,-1,210,13342560,switch2,router,38.015243,38.041457,38.0567,0.026213999999999998,23.068307,1465667.933483,63536.0,0.127245,0.103399,38.0,38.103398999999996,0.0,9.103399000000001,HTTP-FLOOD
399275,20.0,25.0,78392,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,74.40158100000001,74.40158100000001,74.41158399999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,74.370941,74.442224,1.201267,75.999728,HTTP-FLOOD
399518,8.0,24.9,23617,23,24,tcp,27158,-------,0,-1,210,5703180,router,server1,23.067185000000002,23.103885000000002,23.119128,0.0367,23.028518,625408.482039,27158.0,0.05439,0.119128,23.0,23.119128,0.0,9.119128,HTTP-FLOOD
399606,19.0,24.21,59983,22,23,tcp,12266,-------,0,-1,210,2575860,switch2,router,57.015243000000005,57.062428000000004,57.077670999999995,0.047185000000000005,22.967447,281718.69996399997,12266.0,0.024565,0.143376,57.0,57.143376,0.0,9.143376,HTTP-FLOOD
399607,7.0,24.7,63198,23,24,tcp,21825,-------,0,-1,210,4583250,router,server1,60.061942,60.093399,60.108642,0.031457,23.055028,503175.994841,21825.0,0.043709,0.108642,60.0,60.108642,0.0,9.108642,HTTP-FLOOD
399761,9.0,24.1,32217,9,21,tcp,8227,-------,0,-1,210,1727670,client-9,switch1,31.0,31.0,31.015242999999998,0.0,23.00207,189238.032324,8227.0,0.016475999999999998,0.129613,31.0,31.129613,0.0,9.129613,HTTP-FLOOD
399919,13.0,24.14,72793,22,23,tcp,19909,-------,0,-1,210,4180890,switch2,router,69.015243,69.030971,69.046214,0.015728,23.121571,460327.34858999995,19909.0,0.039872000000000005,0.082428,69.0,69.08242800000001,0.0,9.082428,HTTP-FLOOD
401009,7.0,24.7,33240,21,23,tcp,55168,-------,0,-1,210,11585280,switch1,router,32.015243,32.0467,32.061941999999995,0.031457,23.055028,1271899.806799,55168.0,0.11048599999999999,0.108642,32.0,32.108641999999996,0.0,9.108642,HTTP-FLOOD
401145,8.0,24.9,48,21,23,tcp,50668,-------,0,-1,210,10640280,switch1,router,1.0152430000000001,1.051942,1.067185,0.036699,23.028518,1166808.9317309998,50668.0,0.101474,0.119128,1.0,1.1191280000000001,0.0,9.119128,HTTP-FLOOD
401482,18.0,24.2,4320,22,23,tcp,18056,-------,0,-1,210,3791760,switch2,router,5.015243,5.057185,5.0724279999999995,0.041942,22.988868,415087.00301399996,18056.0,0.036161,0.134856,5.0,5.134856,0.0,9.134856,HTTP-FLOOD
401711,17.0,24.19,66371,17,22,tcp,64976,-------,0,-1,210,13644960,client-17,switch2,63.0,63.0,63.015243000000005,0.0,23.015288,1495441.3291,64976.0,0.130128,0.12437000000000001,63.0,63.12436999999999,0.0,9.124369999999999,HTTP-FLOOD
402377,17.0,24.19,16085,23,24,tcp,20708,-------,0,-1,210,4348680,router,server1,16.067185000000002,16.109128,16.124370000000003,0.041943,23.015288,476600.576259,20708.0,0.041472,0.12437000000000001,16.0,16.124370000000003,0.0,9.124369999999999,HTTP-FLOOD
402388,11.0,24.12,50438,23,24,tcp,12551,-------,0,-1,210,2635710,router,server1,48.035728000000006,48.046214,48.061457,0.010486,23.175081,290870.441696,12551.0,0.025136000000000002,0.061457000000000005,48.0,48.061457,0.0,9.061457,HTTP-FLOOD
402626,4.0,24.4,71763,4,21,tcp,37768,-------,0,-1,210,7931280,client-4,switch1,68.0,68.0,68.015243,0.0,23.134926,873759.87159,37768.0,0.075639,0.077185,68.0,68.077185,0.0,9.077185,HTTP-FLOOD
402653,3.0,24.3,41830,21,23,tcp,24179,-------,0,-1,210,5077590,switch1,router,40.015243,40.025728,40.040971,0.010485,23.16168,560026.249903,24179.0,0.048424,0.0667,40.0,40.0667,0.0,9.0667,HTTP-FLOOD
402992,10.0,24.11,50437,10,22,tcp,55499,-------,0,-1,210,11654790,client-10,switch2,48.0,48.0,48.015243,0.0,23.201929999999997,1287683.940209,55499.0,0.111149,0.050970999999999995,48.0,48.050971000000004,0.0,9.050971,HTTP-FLOOD
403498,12.0,24.13,55795,12,22,tcp,42880,-------,0,-1,210,9004800,client-12,switch2,53.0,53.0,53.015243000000005,0.0,23.148296,992598.9385729999,42880.0,0.085876,0.07194199999999999,53.0,53.07194200000001,0.0,9.071942,HTTP-FLOOD
403792,14.0,24.15,40750,14,22,tcp,39715,-------,0,-1,210,8340150,client-14,switch2,39.0,39.0,39.015243,0.0,23.094907,917214.217576,39715.0,0.079538,0.092914,39.0,39.092914,0.0,9.092914,HTTP-FLOOD
405152,12.0,24.13,36484,12,22,tcp,20324,-------,0,-1,210,4268040,client-12,switch2,35.0,35.0,35.015243,0.0,23.148296,470465.970792,20324.0,0.040702999999999996,0.07194199999999999,35.0,35.071942,0.0,9.071942,HTTP-FLOOD
405186,5.0,24.5,21430,23,24,tcp,5879,-------,0,-1,210,1234590,router,server1,21.051457,21.072428,21.087671,0.020971,23.108231,135853.289583,5879.0,0.011774,0.087671,21.0,21.087671,0.0,9.087671,HTTP-FLOOD
405631,2.0,24.16,25762,2,21,tcp,14339,-------,0,-1,210,3011190,client-2,switch1,25.0,25.0,25.015242999999998,0.0,23.188498000000003,332499.872463,14339.0,0.028717000000000003,0.056214,25.0,25.056214,0.0,9.056214,HTTP-FLOOD
406471,6.0,24.6,8572,6,21,tcp,4678,-------,0,-1,210,982380,client-6,switch1,9.0,9.0,9.015243,0.0,23.0816,107975.72607,4678.0,0.009369,0.098156,9.0,9.098156,0.0,9.098156,HTTP-FLOOD
406701,12.0,24.13,35391,22,23,tcp,17440,-------,0,-1,210,3662400,switch2,router,34.015243,34.025728,34.040971,0.010485,23.148296,403706.284718,17440.0,0.034927,0.07194199999999999,34.0,34.071942,0.0,9.071942,HTTP-FLOOD
407979,14.0,24.15,64294,23,24,tcp,59960,-------,0,-1,210,12591600,router,server1,61.05145699999999,61.077670999999995,61.092914,0.026213999999999998,23.094907,1384770.602691,59960.0,0.120083,0.092914,61.0,61.092914,0.0,9.092914,HTTP-FLOOD
408921,12.0,24.13,2130,12,22,tcp,52613,-------,0,-1,210,11048730,client-12,switch2,3.0,3.0,3.015243,0.0,23.148296,1217901.304925,52613.0,0.105369,0.07194199999999999,3.0,3.071942,0.0,9.071942,HTTP-FLOOD
409028,18.0,24.2,45122,18,22,tcp,34879,-------,0,-1,210,7324590,client-18,switch2,43.0,43.0,43.015243,0.0,22.988868,801828.731619,34879.0,0.069853,0.134856,43.0,43.134856,0.0,9.134856,HTTP-FLOOD
409693,19.0,24.21,15033,22,23,tcp,12330,-------,0,-1,210,2589300,switch2,router,15.015243,15.062428,15.077670999999999,0.047185000000000005,22.967447,283188.616546,12330.0,0.024693,0.143871,15.0,15.143870999999999,0.0,9.143376,HTTP-FLOOD
409924,2.0,24.16,44013,23,24,tcp,12973,-------,0,-1,210,2724330,router,server1,42.035728000000006,42.040971,42.056214000000004,0.005243,23.188498000000003,300824.384229,12973.0,0.025981,0.056214,42.0,42.056214000000004,0.0,9.056214,HTTP-FLOOD
410126,19.0,24.21,18271,22,23,tcp,52889,-------,0,-1,210,11106690,switch2,router,18.015242999999998,18.062428,18.077671,0.047185000000000005,22.967447,1214725.28309,52889.0,0.105922,0.140594,18.0,18.140594,0.0,9.143376,HTTP-FLOOD
410886,1.0,24.1,9659,21,23,tcp,16470,-------,0,-1,210,3458700,switch1,router,10.015243,10.015243,10.030486,0.0,23.215379000000002,382357.285118,16470.0,0.032985,0.045728,10.0,10.045728,0.0,9.045728,HTTP-FLOOD
411495,6.0,24.6,45110,21,23,tcp,20492,-------,0,-1,210,4303320,switch1,router,43.015243,43.041457,43.0567,0.026213999999999998,23.0816,472988.15276400006,20492.0,0.04104,0.098156,43.0,43.098156,0.0,9.098156,HTTP-FLOOD
411557,13.0,24.14,62115,13,22,tcp,57739,-------,0,-1,210,12125190,client-13,switch2,59.0,59.0,59.015243000000005,0.0,23.121571,1335016.363466,57739.0,0.11563499999999999,0.082428,59.0,59.082428,0.0,9.082428,HTTP-FLOOD
411584,2.0,24.16,32210,21,23,tcp,42970,-------,0,-1,210,9023700,switch1,router,31.015242999999998,31.020486,31.035728000000002,0.005243,23.188498000000003,996409.757985,42970.0,0.08605700000000001,0.056214,31.0,31.056214,0.0,9.056214,HTTP-FLOOD
411891,11.0,24.12,61024,23,24,tcp,41421,-------,0,-1,210,8698410,router,server1,58.035728000000006,58.046214,58.061457,0.010486,23.175081,959935.030316,41421.0,0.082955,0.061457000000000005,58.0,58.061457,0.0,9.061457,HTTP-FLOOD
412091,2.0,24.16,61015,21,23,tcp,35923,-------,0,-1,210,7543830,switch1,router,58.015243000000005,58.020486,58.035728000000006,0.005243,23.188498000000003,833000.412755,35923.0,0.07194400000000001,0.056214,58.0,58.056214000000004,0.0,9.056214,HTTP-FLOOD
412955,20.0,25.0,56635,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,53.809391000000005,53.809391000000005,53.840031,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,53.809391000000005,53.880674,1.201267,75.999728,HTTP-FLOOD
413411,20.0,25.0,59604,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,56.648747,56.648747,56.65875,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,56.618106999999995,56.68939,1.201267,75.999728,HTTP-FLOOD
413455,16.0,24.18,63207,16,22,tcp,4275,-------,0,-1,210,897750,client-16,switch2,60.0,60.0,60.015243000000005,0.0,23.041764999999998,98503.54706,4275.0,0.008562,0.11388499999999999,60.0,60.113884999999996,0.0,9.113885,HTTP-FLOOD
414137,5.0,24.5,39686,21,23,tcp,35884,-------,0,-1,210,7535640,switch1,router,38.015243,38.036214,38.051457,0.020971,23.108231,829215.758361,35884.0,0.071865,0.087671,38.0,38.087671,0.0,9.087671,HTTP-FLOOD
415737,1.0,24.1,66355,21,23,tcp,58664,-------,0,-1,210,12319440,switch1,router,63.015243000000005,63.015243000000005,63.030485999999996,0.0,23.215379000000002,1361906.968682,58664.0,0.117487,0.045728,63.0,63.045728000000004,0.0,9.045728,HTTP-FLOOD
416565,9.0,24.1,49382,9,21,tcp,35119,-------,0,-1,210,7374990,client-9,switch1,47.0,47.0,47.015243,0.0,23.00207,807809.70672,35119.0,0.070333,0.129613,47.0,47.129613,0.0,9.129613,HTTP-FLOOD
417103,15.0,24.17,48291,22,23,tcp,19469,-------,0,-1,210,4088490,switch2,router,46.015243,46.041457,46.0567,0.026213999999999998,23.068307,449116.862833,19469.0,0.038991000000000005,0.103399,46.0,46.103398999999996,0.0,9.103399000000001,HTTP-FLOOD
417447,11.0,24.12,55794,11,22,tcp,53967,-------,0,-1,210,11333070,client-11,switch2,53.0,53.0,53.015243000000005,0.0,23.175081,1250689.5966069999,53967.0,0.108081,0.061457000000000005,53.0,53.061457,0.0,9.061457,HTTP-FLOOD
417942,4.0,24.4,31119,4,21,tcp,16649,-------,0,-1,210,3496290,client-4,switch1,30.0,30.0,30.015242999999998,0.0,23.134926,385173.376989,16649.0,0.033343,0.077185,30.0,30.077184999999997,0.0,9.077185,HTTP-FLOOD
417995,9.0,24.1,56782,9,21,tcp,23947,-------,0,-1,210,5028870,client-9,switch1,54.0,54.0,54.015243000000005,0.0,23.00207,550830.577375,23947.0,0.047958999999999995,0.129613,54.0,54.129613,0.0,9.129613,HTTP-FLOOD
418902,10.0,24.11,8576,10,22,tcp,64391,-------,0,-1,210,13522110,client-10,switch2,9.0,9.0,9.015243,0.0,23.201929999999997,1493995.506118,64391.0,0.128957,0.050970999999999995,9.0,9.050971,0.0,9.050971,HTTP-FLOOD
419653,4.0,24.4,67445,4,21,tcp,17602,-------,0,-1,210,3696420,client-4,switch1,64.0,64.0,64.015243,0.0,23.134926,407220.96112399996,17602.0,0.035252,0.077185,64.0,64.077185,0.0,9.077185,HTTP-FLOOD
419772,8.0,24.9,56781,21,23,tcp,46535,-------,0,-1,210,9772350,switch1,router,54.015243000000005,54.051942000000004,54.067184999999995,0.036699,23.028518,1071632.0683290001,46535.0,0.093196,0.119128,54.0,54.119128,0.0,9.119128,HTTP-FLOOD
421030,20.0,25.0,66004,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,62.669947,62.669947,62.700587,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,62.629304000000005,62.700587,1.201267,75.999728,HTTP-FLOOD
421732,1.0,24.1,46093,21,23,tcp,56414,-------,0,-1,210,11846940,switch1,router,44.015243,44.015243,44.030485999999996,0.0,23.215379000000002,1309672.36689,56414.0,0.112981,0.045728,44.0,44.045728000000004,0.0,9.045728,HTTP-FLOOD
422573,7.0,24.7,56780,23,24,tcp,1531,-------,0,-1,210,321510,router,server1,54.061942,54.093399,54.108642,0.031457,23.055028,35297.248481,1531.0,0.003066,0.108642,54.0,54.108642,0.0,9.108642,HTTP-FLOOD
423505,15.0,24.17,18267,22,23,tcp,27244,-------,0,-1,210,5721240,switch2,router,18.015242999999998,18.041457,18.0567,0.026213999999999998,23.068307,628472.947302,27244.0,0.054562,0.103399,18.0,18.103399,0.0,9.103399000000001,HTTP-FLOOD
424095,11.0,24.12,6459,22,23,tcp,45015,-------,0,-1,210,9453150,switch2,router,7.015242999999999,7.020486,7.035728,0.005243,23.175081,1043226.271448,45015.0,0.090152,0.061457000000000005,7.0,7.061457000000001,0.0,9.061457,HTTP-FLOOD
424267,18.0,24.2,36490,22,23,tcp,41576,-------,0,-1,210,8730960,switch2,router,35.015243,35.057185,35.072428,0.041942,22.988868,955785.181507,41576.0,0.08326499999999999,0.134856,35.0,35.134856,0.0,9.134856,HTTP-FLOOD
424505,20.0,25.0,67466,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,64.051629,64.062933,64.072936,0.011304,94.7212,5209.67,55.0,0.0037159999999999997,0.084002,64.020989,64.104991,1.201267,75.999728,HTTP-FLOOD
424612,19.0,24.21,50446,22,23,tcp,56296,-------,0,-1,210,11822160,switch2,router,48.015243,48.062428000000004,48.077671,0.047185000000000005,22.967447,1292975.373648,56296.0,0.112745,0.14207999999999998,48.0,48.14208,0.0,9.143376,HTTP-FLOOD
424811,3.0,24.3,71762,23,24,tcp,19680,-------,0,-1,210,4132800,router,server1,68.040971,68.051457,68.0667,0.010486,23.16168,455821.853596,19680.0,0.039413,0.0667,68.0,68.0667,0.0,9.0667,HTTP-FLOOD
424843,15.0,24.17,58890,23,24,tcp,20371,-------,0,-1,210,4277910,router,server1,56.0567,56.088156000000005,56.103398999999996,0.031456,23.068307,469924.475462,20371.0,0.040797,0.103399,56.0,56.103398999999996,0.0,9.103399000000001,HTTP-FLOOD
425858,16.0,24.18,10728,22,23,tcp,1727,-------,0,-1,210,362670,switch2,router,11.015243,11.0467,11.061942,0.031457,23.041764999999998,39793.128836,1727.0,0.0034590000000000003,0.11388499999999999,11.0,11.113885,0.0,9.113885,HTTP-FLOOD
426249,20.0,25.0,69001,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,65.461805,65.461805,65.471808,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,65.43116500000001,65.502448,1.201267,75.999728,HTTP-FLOOD
426840,8.0,24.9,23617,8,21,tcp,32569,-------,0,-1,210,6839490,client-8,switch1,23.0,23.0,23.015242999999998,0.0,23.028518,750015.790984,32569.0,0.06522599999999999,0.119128,23.0,23.119128,0.0,9.119128,HTTP-FLOOD
427483,20.0,25.0,58539,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,55.729856000000005,55.729856000000005,55.760495999999996,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,55.689213,55.760495999999996,1.201267,75.999728,HTTP-FLOOD
427940,11.0,24.12,36483,22,23,tcp,56538,-------,0,-1,210,11872980,switch2,router,35.015243,35.020486,35.035728000000006,0.005243,23.175081,1310272.729871,56538.0,0.11323,0.061457000000000005,35.0,35.061457,0.0,9.061457,HTTP-FLOOD
428025,13.0,24.14,33246,22,23,tcp,11217,-------,0,-1,210,2355570,switch2,router,32.015243,32.030971,32.046214,0.015728,23.121571,259354.657147,11217.0,0.022463999999999998,0.082428,32.0,32.082428,0.0,9.082428,HTTP-FLOOD
428510,15.0,24.17,35394,23,24,tcp,42766,-------,0,-1,210,8980860,router,server1,34.0567,34.088156,34.103398999999996,0.031456,23.068307,986539.2036530001,42766.0,0.085648,0.103399,34.0,34.103398999999996,0.0,9.103399000000001,HTTP-FLOOD
429247,3.0,24.3,51522,3,21,tcp,63963,-------,0,-1,210,13432230,client-3,switch1,49.0,49.0,49.015243,0.0,23.16168,1481490.509226,63963.0,0.1281,0.0667,49.0,49.0667,0.0,9.0667,HTTP-FLOOD
429806,18.0,24.2,65283,23,24,tcp,58950,-------,0,-1,210,12379500,router,server1,62.072428,62.119613,62.134856000000006,0.047185000000000005,22.988868,1355193.776454,58950.0,0.11805999999999998,0.134856,62.0,62.134856000000006,0.0,9.134856,HTTP-FLOOD
431133,6.0,24.6,39687,6,21,tcp,5193,-------,0,-1,210,1090530,client-6,switch1,38.0,38.0,38.015243,0.0,23.0816,119862.75020999998,5193.0,0.0104,0.098156,38.0,38.098156,0.0,9.098156,HTTP-FLOOD
432363,8.0,24.9,11812,21,23,tcp,64074,-------,0,-1,210,13455540,switch1,router,12.015243,12.051942,12.067185,0.036699,23.028518,1475529.239199,64074.0,0.128322,0.119128,12.0,12.119128,0.0,9.119128,HTTP-FLOOD
